C00049960 213547-10-5 6'-Desmethylcandidusin B C19H14O7 354.0739528 
C00000623 146805-53-0 (-)-Blechnic acid || (-)-trans-Blechnic acid C18H14O8 358.06886743 
C00000624 146713-96-4 (-)-Brainic acid C25H22O12 514.11112617 
C00000666 170171-94-5 (+-)-Demethylgrossamide C35H34N2O8 610.23151608 
C00000667 130508-46-2 Cannabisin A C34H30N2O8 594.20021595 
C00000693 500-38-9 Nordihydroguaiaretic acid C18H22O4 302.15180919 
C00001046 94516-28-6 Gossypetin 8-rhamnoside C21H20O12 464.09547611 
C00001102 6980-25-2 Swertiajaponin || Leucanthoside || 6-beta-D-glucopyranosyl-3',4',5-trihydroxy-7-methoxyflavone C22H22O11 462.11621155 
C00001357 59-92-7 Dihydroxyphenylalanine || L-Dopa || L-DOPA C9H11NO4 197.06880785 
C00001875 301-21-3 Laudanidine || (-)-Laudanidine || Tritopin || Tritopine C20H25NO4 343.17835829 
C00001910 485-19-8 (+)-Reticuline || (S)-Reticuline || Reticuline C19H23NO4 329.16270823 
C00002379 84331-34-0 Gentiodelphin || Delphinidin 3-glucoside-5,3'-di-(6-caffeoylglucoside) C51H53O28 1113.27233612 
C00002380 79620-69-2 Heavenly blue anthocyanin C79H91O45 1759.48323591 
C00002400 28831-65-4 Lithospermic acid || Lithosperminc acid C27H22O12 538.11112617 
C00002554 480-23-9 Orobol || Norsantal || Santol || 5,7,3',4'-Tetrahydroxyisoflavone C15H10O6 286.04773805 
C00002644 120-80-9 Pyrocatechin || Catechol || Pyrocatechol C6H6O2 110.03677944 
C00002654 90-05-1 Guaiacol || o-Guaiacol C7H8O2 124.0524295 
C00002720 73263-62-4 5-O-Caffeoylshikimic acid C16H16O8 336.08451749 
C00002724 327-97-9 3-O-Caffeoylquinic acid || Chlorogenic acid || Chlorogenate || Heriguard || Caffeoylquinic acid C16H18O9 354.09508217 
C00002738 82854-37-3 Echinacoside C35H46O20 786.25824391 
C00002744 79916-77-1 Forsythiaside || Forsythoside A C29H36O15 624.20542048 
C00002750 132278-04-7 Hellicoside C29H36O17 656.19524973 
C00002751 14534-61-3 3,4-Dicaffeoylquinic acid || Isochlorogenic acid  b C25H24O12 516.12677623 
C00002754 120406-37-3 Jionoside B1 C37H50O20 814.28954404 
C00002761 76076-04-5 Myricoside C34H44O19 756.24767923 
C00002763 61276-16-2 Orobanchoside C29H36O16 640.20033511 
C00002767 104777-68-6 Plantamajoside C29H36O16 640.20033511 
C00002769 108648-07-3 Purpureaside C C35H46O20 786.25824391 
C00002772 96574-01-5 Salvianolic acid A C26H22O10 494.12129692 
C00002781 84213-44-5 Suspensaside C29H36O16 640.20033511 
C00002782 158364-86-4 1,3,4,5-Tetracaffeoylquinic acid C43H36O18 840.19016435 
C00002783 61276-17-3 Acteoside || Verbascoside || Kusaginin C29H36O15 624.20542048 
C00002895 10083-24-6 Piceatannol || 3,3',4,5'-Tetrahydroxystilbene C14H12O4 244.07355887 
C00002904 155-58-8 Rhaponticin || Rhaponthin || 4'-Methoxy-3,3',5-trihydroxystilbene 3-O-beta-D-glucopyranoside C21H24O9 420.14203237 
C00002929 88903-77-9 Kandelin A1 || Cinchonain-1a-(4beta->8)-catechin C39H32O15 740.17412036 
C00002935 29106-51-2 Procyanidin B4 || Catechin-(4alpha->8)-epicatechin C30H26O12 578.1424263 
C00003825 2150-11-0 3',4',7-Trihydroxyflavone || 7,3',4'-Trihydroxyflavone C15H10O5 270.05282343 
C00003827 30867-08-4 Titonine || 7,4'-Dimethoxy-3'-hydroxyflavone C17H14O5 298.08412356 
C00003864 58115-29-0 Luteolin 5-methyl ether C16H12O6 300.06338812 
C00003865 20243-59-8 Luteolin 7-methyl ether || 5,3',4'-Trihydroxy-7-methoxyflavone || 7-O-Methylluteolin || 2-(3,4-Dihydroxyphenyl)-5-hydroxy-7-methoxy-4H-1-benzopyran-4-one C16H12O6 300.06338812 
C00003868 32174-62-2 Pilloin || 5,3'-Dihydroxy-7,4'-dimethoxyflavone || Luteolin 7,4'-dimethyl ether || 5-Hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-methoxy-4H-1-benzopyran-4-one C17H14O6 314.07903818 
C00003872 76575-03-6 Abrectorin C17H14O6 314.07903818 
C00003884 18003-33-3 6-Hydroxyluteolin || Demethylpedalitin || Nornepetin || 2-(3,4-Dihydroxyphenyl)-5,6,7-trihydroxy-4H-1-benzopyran-4-one C15H10O7 302.04265268 
C00003885 520-11-6 Eupafolin || 6-Methoxyluteolin || Nepetin C16H12O7 316.05830274 
C00003886 22384-63-0 6-Hydroxyluteolin 6-methyl ether || Pedalitin || 3',4',5,6-Tetrahydroxy-7-methoxyflavone || 2-(3,4-Dihydroxyphenyl)-5,6-dihydroxy-7-methoxy-4H-1-benzopyran-4-one C16H12O7 316.05830274 
C00003888 57093-49-9 6-Hydroxyluteolin 4'-methyl ether C16H12O7 316.05830274 
C00003889 88153-47-3 6-Hydroxyluteolin 5,6-dimethyl ether C17H14O7 330.0739528 
C00003891 22934-99-2 Desmethoxycentaureidin || 5,7,3'-Trihydroxy-6,4'-dimethoxyflavone || Demethoxycentaureidin || 5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-6-methoxy-4H-1-benzopyran-4-one C17H14O7 330.0739528 
C00003893 25782-24-5 Nuchensin || 5,6,3'-Trihydroxy-7,4'-dimethoxyflavone || 5,6-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-methoxy-4H-1-benzopyran-4-one C17H14O7 330.0739528 
C00003894 855-96-9 Eupatorin || 3',5-Dihydroxy-4',6,7-trimethoxyflavone || 5-Hydroxy-2-(3-hydroxy-4-methoxyphenyl)-6,7-dimethoxy-4H-1-benzopyran-4-one C18H16O7 344.08960287 
C00003896 21764-09-0 6-Hydroxyluteolin 5,6,7,4'-tetramethyl ether C19H18O7 358.10525293 
C00003907 5916-04-1 Onopordin || 5,7,3',4'-Tetrahydroxy-8-methoxyflavone || 8-Methoxyluteolin || 2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-8-methoxy-4H-1-benzopyran-4-one C16H12O7 316.05830274 
C00003925 90851-12-0 5,7,8,3',4'-Pentahydroxy-6-methoxyflavone C16H12O8 332.05321736 
C00003926 57093-50-2 5,7,3',4'-Tetrahydroxy-6,8-dimethoxyflavone C17H14O8 346.06886743 
C00003927 70360-12-2 Sideritiflavone || 5,3',4'-Trihydroxy-6,7,8-trimethoxyflavone || 2-(3,4-Dihydroxyphenyl)-5-hydroxy-6,7,8-trimethoxy-4H-1-benzopyran-4-one C18H16O8 360.08451749 
C00003930 15835-74-2 Acerosin || 3',5,7-Trihydroxy-4',6,8-trimethoxyflavone || 5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-6,8-dimethoxy-4H-1-benzopyran-4-one C18H16O8 360.08451749 
C00003933 29202-00-4 Gardenin D || 5,3'-Dihydroxy-6,7,8,4'-tetramethoxyflavone || 5-Hydroxy-2-(3-hydroxy-4-methoxyphenyl)-6,7,8-trimethoxy-4H-1-benzopyran-4-one C19H18O8 374.10016755 
C00003935 112448-39-2 3'-Hydroxy-5,6,7,8,4'-pentamethoxyflavone C20H20O8 388.11581762 
C00004034 14926-12-6 5,7,3',4'-Tetrahydroxy-8-prenylflavone C20H18O6 354.11033831 
C00004063 68349-71-3 Desmodol C21H18O6 366.11033831 
C00004095 145194-15-6 Demethyltorosaflavone C || cis-(+-)-2-(3,4-Dihydroxyphenyl)-5b,8a-dihydro-5,7-dihydroxy-6-methyl-4H,8H-cyclopenta[4,5]furo[3,2-g]-1-benzopyran-4,8-dione C21H14O8 394.06886743 
C00004096 145194-16-7 Demethyltorosaflavone D C18H12O8 356.05321736 
C00004119  3',4'-Dihydroxyflavone 4'-glucoside C21H20O9 416.11073224 
C00004133 24502-03-2 7,3',4'-Trihydroxyflavone 7-glucoside C21H20O10 432.10564686 
C00004134  7,3',4'-Trihydroxyflavone 7-galactoside C21H20O10 432.10564686 
C00004135 27576-42-7 7,3',4'-Trihydroxyflavone 7-rutinoside C27H30O14 578.16355567 
C00004173 52073-84-4 Apigenin 7-(6''-E-Caffeoylglucoside) || 7-[[6-O-[3-(3,4-Dihydroxyphenyl)-1-oxo-2-propenyl]-beta-D-glucopyranosyl]oxy]-5-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C30H26O13 594.13734092 
C00004184 20196-92-3 Apigenin 7-glucoside-4'-trans-caffeate C30H26O13 594.13734092 
C00004261 20344-46-1 Luteolin 5-O-beta-D-glucopyranoside || Luteolin 5-glucoside C21H20O11 448.10056148 
C00004262 64662-18-6 Luteolin 5-galactoside C21H20O11 448.10056148 
C00004263 80358-01-6 Luteolin 5-glucuronide C21H18O12 462.07982604 
C00004264 98575-26-9 Luteolin 7-xyloside C20H18O10 418.0899968 
C00004265 18016-54-1 Luteolin 7-O-rhamnoside || Luteolin 7-rhamnoside C21H20O10 432.10564686 
C00004266 5373-11-5 Cynaroside || Cinaroside C21H20O11 448.10056148 
C00004267 68321-11-9 Luteolin 7-galactoside C21H20O11 448.10056148 
C00004268 29741-10-4 Luteolin 7-O-beta-D-glucuronide || Luteolin 7-O-glucuronide || Luteolin 7-glucuronide C21H18O12 462.07982604 
C00004269 56324-53-9 Luteolin 7-galacturonide C21H18O12 462.07982604 
C00004270 76939-42-9 Luteolin 7-methylglucuronide C22H20O12 476.09547611 
C00004276 6920-38-3 5,7,3',4'-Tetrahydroxyflavone 4'-beta-D-glucopyranoside || Luteolin 4'-O-beta-D-glucopyranoside || Luteolin 4'-glucoside || Juncein || Luteolin-4'-O-glucoside C21H20O11 448.10056148 
C00004278 111537-40-7 Luteolin 7-arabinofuranosyl-(1->6)-glucoside C26H28O15 580.14282023 
C00004279 52714-82-6 Luteolin 7-arabinopyranosyl-(1->6)-glucoside || Luteolin-7 O-alpha-arabinopyranosyl-6-C-beta-glucopyranoside C26H28O15 580.14282023 
C00004280 99694-75-4 Luteolin 7-sambubioside C26H28O15 580.14282023 
C00004281 506410-53-3 Luteolin 7-apiosyl-(1->2)-glucoside || Luteolin 7-O-[2-(beta-D-apiofuranosyl)-beta-D-glucopyranoside] C26H28O15 580.14282023 
C00004282 20633-84-5 Luteolin 7-O-rutinoside || Luteolin-7-O-beta-D-rutinoside || Luteolin 7-rutinoside C27H30O15 594.15847029 
C00004283 25694-72-8 Lonicerin || Luteolin 7-neohesperidoside C27H30O15 594.15847029 
C00004284 70855-41-3 Luteolin 7-gentiobioside C27H30O16 610.15338491 
C00004285 29276-58-2 Luteolin 7-laminaribioside C27H30O16 610.15338491 
C00004286 113471-89-9 Luteolin 7-allosyl-(1->2)-glucoside C27H30O16 610.15338491 
C00004288 96400-45-2 Luteolin 7-glucuronosyl-(1->2)-glucuronide C27H26O18 638.11191403 
C00004294 70404-47-6 Luteolin 7,4'-diglucoside C27H30O16 610.15338491 
C00004295  Luteolin 7-galactoside-4'-glucoside C27H30O16 610.15338491 
C00004296 58970-80-2 Luteolin 7-glucuronide-4'-rhamnoside C27H28O16 608.13773485 
C00004297 126207-52-1 Luteolin 7-galacturonide-4'-glucoside C27H28O17 624.13264947 
C00004298 53965-09-6 Luteolin 7,4'-diglucuronide C27H26O18 638.11191403 
C00004299 70404-48-7 Luteolin 4'-neohesperidoside C27H30O15 594.15847029 
C00004306 70404-42-1 Luteolin 7-glucoside-4'-neohesperidoside C33H40O20 756.21129372 
C00004312 95596-61-5 Luteolin 7-(2''-p-coumaroylglucoside) C30H26O13 594.13734092 
C00004313 127350-65-6 Luteolin 7-(6''-malonylneohesperidoside) C30H32O18 680.15886422 
C00004314 130733-27-6 Luteolin 5-(6''-malonylglucoside) C24H22O14 534.10095541 
C00004316 60355-68-2 Luteolin 7-(6''-acetylglucoside) C23H22O12 490.11112617 
C00004317 63902-77-2 Luteolin 7-(3'''-acetylapiosyl-(1->2)-xyloside) C27H28O15 592.14282023 
C00004318 135649-96-6 Luteolin 7-(6'''-acetylallosyl-(1->2)-glucoside) C29H32O17 652.1639496 
C00004319 135546-08-6 Luteolin 7-(6'''-acetylsophoroside) C29H32O17 652.1639496 
C00004320 126394-95-4 Luteolin 7-lactate C18H14O8 358.06886743 
C00004321 126394-93-2 Luteolin 7-(2''-glucosyllactate) C24H24O13 520.12169086 
C00004322 126394-91-0 Luteolin 7-(2''-glucuronosyllactate) C24H22O14 534.10095541 
C00004323 111150-40-4 Luteolin 7-(6''-E-cinnamylglucoside) C30H26O12 578.1424263 
C00004324 111188-76-2 Luteolin 7-(6''-p-coumarylglucoside) C30H26O13 594.13734092 
C00004325 111150-41-5 Luteolin 7-(6''-ferulylglucoside) C31H28O14 624.14790561 
C00004328 56857-57-9 Luteolin 7-sulfate C15H10O9S 366.00455265 
C00004330 60889-07-8 Luteolin 4'-sulfate C15H10O9S 366.00455265 
C00004332 58115-30-3 Luteolin 5-methyl ether 7-glucoside C22H22O11 462.11621155 
C00004333 83133-14-6 Luteolin 7-methyl ether 5-glucoside C22H22O11 462.11621155 
C00004334 31159-36-1 Luteolin 7-methyl ether 4'-rhamnoside C22H22O10 446.12129692 
C00004355 111509-45-6 6-Hydroxyluteolin 7-sulfate C15H10O10S 381.99946727 
C00004357 20126-59-4 Diosmetin 7-O-beta-D-glucopyranoside C22H22O11 462.11621155 
C00004358 35110-20-4 Luteolin 4'-methyl ether 7-glucuronide C22H20O12 476.09547611 
C00004359 7077-96-5 Luteolin 4'-methyl ether 7-alpha-L-arabinofuranosyl-(1->6)-beta-D-glucoside C27H30O15 594.15847029 
C00004360 7139-65-3 Luteolin 4'-methyl ether 7-beta-L-arabinofuranosyl-(1->6)-beta-D-glucoside C27H30O15 594.15847029 
C00004361 108153-68-0 Luteolin 4'-methyl ether 7-xylosyl-(1->6)-glucoside C27H30O15 594.15847029 
C00004362 520-27-4 5,7,3'-Trihydroxy-4'-methoxyflavone 7-O-rutinoside || Diosmin || Luteolin 4'-methyl ether 7-rutinoside C28H32O15 608.17412036 
C00004363 75243-37-7 Luteolin 4'-methyl ether 7-sophoroside C28H32O16 624.16903498 
C00004364 98767-39-6 Luteolin 4'-methyl ether 7-(6''-malonylglucoside) C25H24O14 548.11660548 
C00004365 69414-01-3 Luteolin 4'-methyl ether 7-(4G-rhamnosylneohesperidoside) C34H42O19 754.23202916 
C00004366 60048-91-1 Luteolin 4'-methyl ether 7-sulfate C16H12O9S 380.02020271 
C00004374 50675-76-8 Luteolin 7,4'-dimethyl ether 5-xylosyl-(1->6)-glucoside C28H32O15 608.17412036 
C00004377 80007-06-3 6-Hydroxyluteolin 5-glucoside C21H20O12 464.09547611 
C00004378 65876-67-7 6-Hydroxyluteolin 6-xyloside C20H18O11 434.08491142 
C00004379  6-Hydroxyluteolin 5-rhamnoside C21H20O11 448.10056148 
C00004380 72380-28-0 6-Hydroxyluteolin 6-glucoside C21H20O12 464.09547611 
C00004381 60092-27-5 6-Hydroxyluteolin 6-glucuronide C21H18O13 478.07474066 
C00004382 52828-25-8 6-Hydroxyluteolin 7-arabinopyranoside C20H18O11 434.08491142 
C00004383  6-Hydroxyluteolin 7-xyloside C20H18O11 434.08491142 
C00004384 107390-48-7 6-Hydroxyluteolin 7-rhamnoside C21H20O11 448.10056148 
C00004385 76318-87-1 6-Hydroxyluteolin 7-apioside C20H18O11 434.08491142 
C00004386 54300-65-1 6-Hydroxyluteolin 7-O-beta-glucopyranoside:6-Hydroxyluteolin 7-glucoside C21H20O12 464.09547611 
C00004387 37769-54-3 6-Hydroxyluteolin 7-galactoside C21H20O12 464.09547611 
C00004388 56226-97-2 6-Hydroxyluteolin 7-glucuronide C21H18O13 478.07474066 
C00004389 67604-93-7 6-Hydroxyluteolin 7-rhamnosyl-(1->4)-xyloside C26H28O15 580.14282023 
C00004391 93252-38-1 6-Hydroxyluteolin 7-rutinoside C27H30O16 610.15338491 
C00004392 93289-75-9 6-Hydroxyluteolin 7-sophoroside C27H30O17 626.14829954 
C00004393 92122-75-3 6-Hydroxyluteolin 7-gentiobioside C27H30O17 626.14829954 
C00004394 53020-88-5 6-Hydroxyluteolin 7-arabinoside-4'-rhamnoside C26H28O15 580.14282023 
C00004395 98767-37-4 6-Hydroxyluteolin 7-(6''-malonylglucoside) C24H22O15 550.09587004 
C00004396 113720-08-4 6-Hydroxyluteoin-7-(6'''-p-coumarylsophoroside) C36H36O19 772.18507897 
C00004397 113720-07-3 6-Hydroxyluteoin-7-(6'''-caffeylsophoroside) C36H36O20 788.17999359 
C00004398 111509-44-5 6-Hydroxyluteolin 6-sulfate C15H10O10S 381.99946727 
C00004399 111509-42-3 6-Hydroxyluteolin 6,7-disulfate C15H10O13S2 461.95628187 
C00004400 569-90-4 Nepitrin || 6-Methoxyluteolin 7-glucoside || Nepetin 7-glucoside C22H22O12 478.11112617 
C00004401 111534-77-1 6-Methoxyluteolin 7-sulfate C16H12O10S 396.01511734 
C00004403 22860-72-6 Pedalitin 6-O-beta-glucopyranoside C22H22O12 478.11112617 
C00004404 76449-91-7 6-Hydroxyluteolin 7-methyl ether 6-galactoside C22H22O12 478.11112617 
C00004408 92632-48-9 6-Hydroxyluteolin 4'-methyl ether 7-allosyl-(1->2)-glucoside C28H32O17 640.1639496 
C00004409 41087-98-3 6-Hydroxyluteolin 6,7-dimethyl ether 4'-glucoside C23H24O12 492.12677623 
C00004413 67557-77-1 6-Hydroxyluteolin 6,4'-dimethyl ether 7-glucoside C23H24O12 492.12677623 
C00004414 76633-80-2 6-Hydroxyluteolin 6,4'-dimethyl ether 7-rutinoside C29H34O16 638.18468504 
C00004417 126771-28-6 8-Hydroxyluteolin 7-xyloside C20H18O11 434.08491142 
C00004418 32455-43-9 Hypolaetin 7-O-glucoside C21H20O12 464.09547611 
C00004419 27686-36-8 8-Hydroxyluteolin 8-glucoside || Hypolaetin 8-O-beta-D-glucoside C21H20O12 464.09547611 
C00004420 56324-52-8 8-Hydroxyluteolin 8-glucuronide C21H18O13 478.07474066 
C00004422 115921-09-0 8-Hydroxyluteolin 8-gentiobioside C27H30O17 626.14829954 
C00004423 56317-10-3 8-Hydroxyluteolin 8,4'-diglucuronide C27H26O19 654.10682865 
C00004424 108706-07-6 8-Hydroxyluteolin 7-[6'''-acetylallosyl-(1->2)-glucoside] C29H32O18 668.15886422 
C00004425 108706-10-1 8-Hydroxyluteolin 7-[6'''-acetylallosyl-(1->2)-6''-acetylglucoside] C31H34O19 710.16942891 
C00004426 135626-71-0 8-Hydroxyluteolin 7-[6'''-acethylallosyl-(1->2)-3''-acetylglucoside] C31H34O19 710.16942891 
C00004428 56857-58-0 8-Hydroxyluteolin 7-sulfate C15H10O10S 381.99946727 
C00004431 114611-04-0 8-Hydroxyluteolin 4'-methyl ether 7-allosyl-(1->2)-glucoside C28H32O17 640.1639496 
C00004432 93753-29-8 8-Hydroxyluteolin 4'-methyl ether 7-(6'''-acetylallosyl-(1->2)-glucoside C30H34O18 682.17451429 
C00004433 80756-87-2 8-Hydroxyluteolin 4'-methyl ether 8-glucoside C22H22O12 478.11112617 
C00004434 135010-46-7 8-Hydroxyluteolin 4'-methyl ether 8-glucuronide C22H20O13 492.09039073 
C00004437  5,6,7,3',4'-Pentahydroxy-8-methoxyflavone 7-apioside C21H20O12 464.09547611 
C00004438 76746-57-1 5,7,3',4'-Tetrahydroxy-6,8-dimethoxyflavone 7-glucoside C23H24O13 508.12169086 
C00004439 93290-68-7 5,8,3',4'-Tetrahydroxy-6,7-dimethoxyflavone 8-glucoside C23H24O13 508.12169086 
C00004440 72209-43-9 5,7,3'-Trihydroxy-6.8,4'-trimethoxyflavone 5-(6''-acetylglucoside) C26H28O14 564.14790561 
C00004480 87339-64-8 3-C-Methylluteolin 5-rhamnoside C22H22O10 446.12129692 
C00004502 150460-69-8 Luteolin 4'-rutinoside || 2-[4-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-3-hydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one C27H30O15 594.15847029 
C00004503 144599-14-4 Luteolin 7-[6''-(2-methylbutyryl)glucoside] || 2-(3,4-Dihydroxyphenyl)-5-hydroxy-7-[[6-O-(2-methyl-1-oxobutyl)-beta-D-glucopyranosyl]oxy]-4H-1-benzopyran-4-one C26H28O12 532.15807636 
C00004504 151750-81-1 Luteolin 7-[6''-(3-hydroxy-3-methylglutaryl)glucoside] || 7-[[6-O-(4-Carboxy-3-hydroxy-3-methyl-1-oxobutyl)-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5-hydroxy-4H-1-benzopyran-4-one C27H28O15 592.14282023 
C00004508 38665-01-9 Diosmetin 7-neohesperidoside || Neodiosmin || 7-[[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-1-benzopyran-4-one C28H32O15 608.17412036 
C00004509 150565-99-4 6-Hydroxyluteolin 7-sambubioside C26H28O16 596.13773485 
C00004510 151750-80-0 6-Hydroxyluteolin 7-[3''-(3-hydroxy-3-methylglutaryl)glucoside] C27H28O16 608.13773485 
C00004511 151750-79-7 6-Hydroxyluteolin 7-[4''-(3-hydroxy-3-methylglutaryl)glucoside] C27H28O16 608.13773485 
C00004512 151750-78-6 6-Hydroxyluteolin 7-[6''-(3-hydroxy-3-methylglutaryl)glucoside] C27H28O16 608.13773485 
C00004513 82657-12-3 6-Methoxyluteolin 7-glucuronide C22H20O13 492.09039073 
C00004514 82657-11-2 6-Methoxyluteolin 7-glucuronide methyl ester C23H22O13 506.10604079 
C00004516 144599-15-5 6-Methoxyluteolin 7-[6''-(2-methylbutyryl) glucoside] || 2-(3,4-Dihydroxyphenyl)-5-hydroxy-6-methoxy-7-[[6-O-(2-methyl-1-oxobutyl)-beta-D-glucopyranosyl]oxy]-4H-1-benzopyran-4-one C27H30O13 562.16864105 
C00004518 151363-22-3 Hypolaetin 7-sophoroside || 8-Hydroxyluteolin 7-sophoroside || 7-[(2-O-beta-D-Glucopyranosyl-beta-D-glucopyranosyl)oxy]-2-(3,4-dihydroxyphenyl)-5,8-dihydroxy-4H-1-benzopyran-4-one C27H30O17 626.14829954 
C00004521 108706-09-8 8-Hydroxyluteolin 4'-methyl ether 7-(6'''-acetylallosyl)(1->2)(6''-acetylglucoside) C32H36O19 724.18507897 
C00004522  Pleurostimin 7-glucoside || 5,6,7,3',4'-Pentahydroxy-8-methoxyflavone 7-glucoside C22H22O13 494.10604079 
C00004523  Pleurostimin 7-methyl ether 6-glucoside || 5,6,3',4'-Tetrahydroxy-7,8-dimethoxyflavone 6-glucoside C23H24O13 508.12169086 
C00004579 528-48-3 Fisetin || 3,3',4',7-Tetrahydroxyflavone || 2-(3,4-Dihydroxyphenyl)-3,7-dihydroxy-4H-1-benzopyran-4-one C15H10O6 286.04773805 
C00004580 20870-06-8 Fisetin 3-methyl ether C16H12O6 300.06338812 
C00004582 57396-72-2 Fisetin 4'-methyl ether C16H12O6 300.06338812 
C00004604 100648-56-4 Quercetin 5,4'-dimethyl ether C17H14O7 330.0739528 
C00004631 117-39-5 Quercetin C15H10O7 302.04265268 
C00004632 1486-70-0 3-O-Methylquercetin || Quercetin 3-O-methyl ether || Quercetin 3-methyl ether C16H12O7 316.05830274 
C00004633 529-51-1 Azaleatin C16H12O7 316.05830274 
C00004634 90-19-7 Rhamnetin || 3,5,3',4'-Tetrahydroxy-7-methoxyflavone || 7-Methoxyquercetin || 2-(3,4-Dihydroxyphenyl)-3,5-dihydroxy-7-methoxy-4H-1- benzopyran-4-one || 7-O-Methxyl quercetin || Rhamnose C16H12O7 316.05830274 
C00004636 603-61-2 Tamarixetin || 3,3',5,7-Tetrahydroxy-4'-methoxyflavone || 4'-O-Methylquercetin || 3,5,7-Trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-1-benzopyran-4-one C16H12O7 316.05830274 
C00004637 1486-66-4 Caryatin || 3,5-Di-O-Methylquercetin || 2-(3,4-Dihydroxyphenyl)-7-hydroxy-3,5-dimethoxy-4H-1-benzopyran-4-one C17H14O7 330.0739528 
C00004638 2068-02-2 Quercetin 3,7-dimethyl ether || 5,3',4'-Trihydroxy-3,7-dimethoxyflavone || 2-(3,4-Dihydroxyphenyl)-5-hydroxy-3,7-dimethoxy-4H-1-benzopyran-4-one || 3,7-Di-O-methylquercetin C17H14O7 330.0739528 
C00004640 33429-83-3 Quercetin 3,4'-dimethyl ether || 5,7,3'-Trihydroxy-3,4'-dimethoxyflavone || 5,7-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3-methoxy-4H-1-benzopyran-4-one C17H14O7 330.0739528 
C00004643 529-40-8 Ombuin || 3,5,3'-Trihydroxy-7,4'-dimethoxyflavone || 4',7-Dimethylquercetin || 3,5-Dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-methoxy-4H-1-benzopyran-4-one C17H14O7 330.0739528 
C00004647 572-32-7 Ayanin || 3,7,4'-Tri-O-methylquercetin || 5,3'-Dihydroxy-3,7,4'-trimethoxyflavone || 5-Hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,7-dimethoxy-4H-1-benzopyran-4-one C18H16O7 344.08960287 
C00004651 1832-98-0 Quercetin 3,5,7,4'-tetramethyl ether C19H18O7 358.10525293 
