ACANTHACEAE#DICLIPTERA ROXBURGHIANA#KAEMPFEROL
CARYOPHYLLACEAE#DIANTHUS CARYOPHYLLUS#KAEMPFEROL
CARYOPHYLLACEAE#DIANTHUS CARYOPHYLLUS_CV.DUCA#KAEMPFEROL-7-NEOHESPERIDOSIDE
CARYOPHYLLACEAE#DIANTHUS PLATYCODON#KAEMPFEROL-3-O-BETA-D-GENTIOBIOSIDE
CARYOPHYLLACEAE#HERNIARIA MAURITANICA#KAEMPFEROL
CARYOPHYLLACEAE#MINUARTIA ROSSII#KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE#KAEMPFEROL-3-PARA-COUMAROYL-GLUCOSIDE
CARYOPHYLLACEAE#VACCARIA SEGETALIS#KAEMPFEROL
CASUARINACEAE#CASUARINA EQUISETIFOLIA#KAEMPFEROL-3-ALPHA-L-ARABINOSIDE#KAEMPFEROL-3-BETA-DIRHAMNOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCURONIDE
CELASTRACEAE#CATHA EDULIS#KAEMPFEROL
CELASTRACEAE#CELASTRUS GEMMATUS#KAEMPFEROL-3-O-NEOHESPERIDOSIDE
CELASTRACEAE#CELASTRUS ORBICULATUS#KAEMPFEROL-3-7-O-ALPHA-L-DIRHAMNOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-7-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-7-O-ALPHA-L-RHAMNOSIDE
CELASTRACEAE#CELASTRUS PUNCTATUS#KAEMPFEROL-3-7-O-ALPHA-L-DIRHAMONOSIDE
CELASTRACEAE#CELASTRUS TATARINOVII#KAEMPFEROL-3-O-BETA-D-GLUCOSIDE-7-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-7-O-ALPHA-L-RHAMNOSIDE
CELASTRACEAE#EUONYMUS ALATUS#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSYL-XYLOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSYL-XYLOSIDO-7-O-BETA-D-GLUCOSIDE#KAEMPFEROL-3-O-BETA-D-XYLOSIDE
CELASTRACEAE#EUONYMUS EUROPAEUS#KAEMPFEROL#KAEMPFEROL-DIRHAMNOSIDE
CELASTRACEAE#EUONYMUS FORTUNEI_VAR.RADICANS#KAEMPFEROL
CELASTRACEAE#EUONYMUS JAPONICUS#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-7-O-ALPHA-L-RHAMNOSIDE
CELASTRACEAE#EUONYMUS OXYPHYLLUS#KAEMPFEROL
CELASTRACEAE#EUONYMUS SIEBOLDIANUS_VAR.SANGUINEUS#KAEMPFEROL
CELASTRACEAE#GYMNOSPORIA DIVERSIFLORA#KAEMPFEROL-7-O-ALPHA-L-RHAMNOSIDE
CELASTRACEAE#MAYTENUS AQUIFOLIUM#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-O-[BETA-D-GLUCOPYRANOSYL(1-3)-O-ALPHA-L-RHAMNOPYRANOSYL(1-2)-O-BETA-D-GALACTOPYRANOSIDE]#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-O-[BETA-D-GLUCOPYRANOSYL(1-3)-O-ALPHA-L-RHAMNOPYRANOSYL(1-2)]-O-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-O-[BETA-D-GLUCOPYRANOSYL(1-3)-O-ALPHA-L-RHAMNOPYRANSOYL(1-2)-O-BETA-D-GALACTOPYRANOSIDE]#KAEMPFEROL-3-O-[2-GLUCOPYRANOSYL(1-3)-RHAMNOPYRANOSYL-6-RHAMNOPYRANOSYL]-BETA-D-GALACTOPYRANOSIDE
CELASTRACEAE#MAYTENUS DIVERSIFOLIA#KAEMPFEROL-7-O-RHAMNOSIDE
CELASTRACEAE#MAYTENUS ILICIFOLIA#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-2)-O-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-O-[ALPHA-L-ARABINOPYRANOSYL(1-3)-O-ALPHA-L-RHAMNOPYRANOSYL(1-2)]-O-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-O-[L-RHAMNOPYRANOSYL(1-2)]-O-BETA-D-GALACTOPYRANOSIDE
CELTIDACEAE#HEMIPTELEA DAVIDII#KAEMPFEROL#KAEMPFEROL-6-C-GLUCOSIDE
CERCIDIPHYLLACEAE#CERCIDIPHYLLUM JAPONICUM#KAEMPFEROL
CHENOPODIACEAE#ATRIPLEX CENTRALASIATICA#KAEMPFEROL
CHENOPODIACEAE#ATRIPLEX HORTENSIS#KAEMPFEROL-3-O-SULFATE-7-O-ALPHA-ARABINOPYRANOSIDE
CHENOPODIACEAE#BASSIA MURICATA#KAEMPFEROL
CHENOPODIACEAE#BETA PALONGA#KAEMPFEROL
CHENOPODIACEAE#BETA VULGARIS_CV.RUBRA#KAEMPFEROL
CHENOPODIACEAE#CHENOPODIUM ALBUM#KAEMPFEROL#KAEMPFEROL-3-O-BETA-DIGLUCOSIDE
CHENOPODIACEAE#CHENOPODIUM AMBROSIOIDES#KAEMPFEROL#KAEMPFEROL-3-ALPHA-RHAMNOPYRANOSIDE-4'-BETA-XYLOPYRANOSIDE#KAEMPFEROL-3-ALPHA-RHAMNOPYRANOSIDE-7-BETA-XYLOPYRANOSIDE#KAEMPFEROL-7-O-ALPHA-L-RHAMNOSIDE
CHENOPODIACEAE#CHENOPODIUM FREMONTII#KAEMPFEROL,7-O-METHYL: 3-O-ALPHA-L-GALACTOSIDE#KAEMPFEROL,7-O-METHYL: 3-O-BETA-D-GLUCOSIDE#KAEMPFEROL-3-O-ALPHA-L-GALACTOSIDE#KAEMPFEROL-3-O-BETA-D-ROBINOSIDE#KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE
CHENOPODIACEAE#CHENOPODIUM HYBRIDUM#KAEMPFEROL
CHENOPODIACEAE#CHENOPODIUM MURALE#KAEMPFEROL#KAEMPFEROL-3-O-(4-BETA-D-XYLOPYRANOSYL)-ALPHA-L-RHAMNOPYRANOSIDE-7-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE-7-O-BETA-D-XYLOSYL(1-2)-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSIDE-7-O-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-3-O[4-BETA-D-APIOFURANOSYL]-ALPHA-L-RHAMNOPYRANOSIDE-7-O-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-3-RHAMNOSIDE-7-GLUCOSIDE#KAEMPFEROL-7-RHAMNOSIDE
CHENOPODIACEAE#CHENOPODIUM PALLIDICAULE#KAEMPFEROL-3-ROBINOBIOSIDE
CHENOPODIACEAE#CHENOPODIUM QUINOA#KAEMPFEROL#KAEMPFEROL-3-O-(2-6-DI-ALPHA-L-RHAMNOPYRANOSYL)-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-[ALPHA-L-RHAMNOPYRANOSYL(1'''-2''')]-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-[BETA-D-APIOFURANOSYL(1'''-2''')]-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-[BETA-D-APIOFURANOSYL(1'''-2'')-ALPHA-L-RHAMNOPYRANOSYL(1''''-6'')]-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-[BETA-D-APIOFURANOSYL-(1-2)-ALPHA-L-RHAMNOPYRANOSYL-(1-6)]-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-[BETA-D-APIOFURANOSYL-(1-2)]-BETA-D-GALACTOPYRANOSIDE
CHENOPODIACEAE#HALOCHARIS HISPIDA#KAEMPFEROL
CHENOPODIACEAE#SALSOLA COLLINA#KAEMPFEROL
CHENOPODIACEAE#SPINACIA OLERACEA#KAEMPFEROL
CHLORANTHACEAE#ASCARINA LUCIDA#KAEMPFEROL#KAEMPFEROL-3-O-RHAMNOSIDE#KAEMPFEROL-3-O-XYLOSIDE
CHLORANTHACEAE#HEDYOSMUM BONPLANDIANUM#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL-(1-6)-BETA-D-GLUCOPYRANOSIDE
CHRYSOBALANACEAE#LICANIA LICANIAEFLORA#KAEMPFEROL-3-O-ALPHA-(2''-BETA-XYLOSYL)-RHAMNOSIDE#KAEMPFEROL-3-O-ALPHA-RHAMNOSIDE
CHRYSOBALANACEAE#LICANIA PYRIFOLIA#KAEMPFEROL#KAEMPFEROL-3-(2''-XYLOSYL)-RHAMNOSIDE#KAEMPFEROL-3-RHAMNOSIDE
CHRYSOBALANACEAE#PARINARI ANAMENSIS#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI BICOLOR#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI BRASILIENSIS#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE#KAEMPFEROL-3-O-TRIGLYCOSIDE
CHRYSOBALANACEAE#PARINARI CAMPESTRIS#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI CAPENSIS#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI CARIDOPHYLLA#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI CHAPELIERI#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI CHOCOENSIS#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI CONGOLANA#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI COSTATA#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI CURATELLAEFOLIUM#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI EXCELSA#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE#KAEMPFEROL-3-O-TRIGLYCOSIDE
CHRYSOBALANACEAE#PARINARI HYPOCHRYSEA#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI INSULARUM#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI KLUGII#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI LITTORALIS#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI MAGUIREI#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI MONTANA#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE#KAEMPFEROL-3-O-TRIGLYCOSIDE
CHRYSOBALANACEAE#PARINARI NONDA#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE#KAEMPFEROL-3-O-TRIGLYCOSIDE
CHRYSOBALANACEAE#PARINARI OBTUSIFOLIA#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI OCCIDENTALIS#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI PACHYPHYLLA#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI PARILIS#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE#KAEMPFEROL-3-O-TRIGLYCOSIDE
CHRYSOBALANACEAE#PARINARI PARVIFOLIA#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE
CHRYSOBALANACEAE#PARINARI RODOLPHII#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI RUBIGINOSA#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI SPRUCEI#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CHRYSOBALANACEAE#PARINARI SUMATRANA#KAEMPFEROL-3-4'-DI-O-GLUCOSIDE#KAEMPFEROL-3-4'-DI-O-GLYCOSIDE
CISTACEAE#CISTUS ALBANICUS#KAEMPFEROL,6-HYDROXY-3-4'-6-TRIMETHOXY:#KAEMPFEROL,6-HYDROXY-3-6-DIMETHOXY:#KAEMPFEROL,6-HYDROXY: 3-4'-6-TRIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER#KAEMPFEROL-3'-4'-DIMETHYL ETHER
CISTACEAE#CISTUS ALBIDUS#KAEMPFEROL#KAEMPFEROL METHYL ETHER#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER#KAEMPFEROL-3-4'-DIMETHYL ETHER#KAEMPFEROL-3-O-RHAMNOSIDE#KAEMPFEROL-4'-7-DIMETHYL ETHER#KAEMPFEROL-4'-METHYL ETHER
CISTACEAE#CISTUS CRETICUS#KAEMPFEROL#KAEMPFEROL-3-4'-DI-O-METHYL ETHER#KAEMPFEROL-3-4'-DIMETHYL ETHER#KAEMPFEROL-4'-METHYL ETHER#KAEMPFEROL-4'-O-METHYL ETHER#KAEMPFEROL-7-O-METHYL ETHER
CISTACEAE#CISTUS INCANUS#KAEMPFEROL
CISTACEAE#CISTUS LADANIFERUS#KAEMPFEROL#KAEMPFEROL,3-4'-7-TRIMETHYL:#KAEMPFEROL,3-4'-DIMETHYL:#KAEMPFEROL,3-4-DIMETHYL:#KAEMPFEROL,3-7-DIMETHYL:#KAEMPFEROL,3-METHYL:#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER#KAEMPFEROL-3-4'-DIMETHYL ETHER
CISTACEAE#CISTUS LAURIFOLIUS#KAEMPFEROL#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER#KAEMPFEROL-3-4'-DIMETHYL ETHER#KAEMPFEROL-3-4-DIMETHYL ETHER#KAEMPFEROL-3-RHAMNOSYL-GLUCOSIDE#KAEMPFEROL-4'-METHYL ETHER
CISTACEAE#CISTUS MONSPELIENSIS#KAEMPFEROL#KAEMPFEROL-3-4'-DIMETHYL ETHER
CISTACEAE#CISTUS PALHINHAII#KAEMPFEROL,3-4'-DIMETHYL:#KAEMPFEROL,3-7-DIMETHYL:#KAEMPFEROL,3-METHYL:
CISTACEAE#CISTUS PARVIFLORUS#KAEMPFEROL,6-HYDROXY-3-4'-6-TRIMETHOXY:#KAEMPFEROL,6-HYDROXY-3-6-DIMETHOXY:#KAEMPFEROL,6-HYDROXY: 3-4'-6-TRIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER#KAEMPFEROL-3-4'-DIMETHYL ETHER#KAEMPFEROL-4'-METHYL ETHER
CISTACEAE#CISTUS PSILOSEPALUS#KAEMPFEROL#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER#KAEMPFEROL-3-4'-DIMETHYL ETHER#KAEMPFEROL-4'-7-DIMETHYL ETHER
CISTACEAE#CISTUS SALVIFOLIUS#KAEMPFEROL#KAEMPFEROL-3-4'-7-TRI-O-METHYL ETHER#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER#KAEMPFEROL-4'-7-DI-O-METHYL ETHER#KAEMPFEROL-4'-7-DIMETHYL ETHER#KAEMPFEROL-4'-METHYL ETHER#KAEMPFEROL-4'-O-METHYL ETHER#KAEMPFEROL-7-O-METHYL ETHER
CISTACEAE#CISTUS SYMPHYTIFOLIUS#KAEMPFEROL,TRIMETHOXY:
CISTACEAE#HELIANTHEMUM CAPUT-FELIS#KAEMPFEROL#KAEMPFEROL-3-O-(6''-PARA-COUMAROYL-BETA-D-GLUCOPYRANOSIDE)
CISTACEAE#HELIANTHEMUM GLOMERATUM#KAEMPFEROL
CISTACEAE#HELIANTHEMUM SQUAMATUM#KAEMPFEROL
CLUSIACEAE#CLUSIA NEMOROSA#KAEMPFEROL
CLUSIACEAE#GARCINIA DULCIS#KAEMPFEROL-3-7-DI-O-ALPHA-RHAMNOPYRANOSIDE
CLUSIACEAE#HYPERICUM AEGYPTIACUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM ANDROSAEMUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM ANNULATUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM ANNULATUM_SSP.ANNULATUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM ASCYRON#KAEMPFEROL
CLUSIACEAE#HYPERICUM ATHOUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM ATOMARIUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM AUCHERI#KAEMPFEROL
CLUSIACEAE#HYPERICUM BELLUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM BRASILIENSE#KAEMPFEROL
CLUSIACEAE#HYPERICUM BUPLEUROIDES#KAEMPFEROL
CLUSIACEAE#HYPERICUM CALYCINUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM CANARIENSE#KAEMPFEROL
CLUSIACEAE#HYPERICUM CHINENSE#KAEMPFEROL
CLUSIACEAE#HYPERICUM CORIS#KAEMPFEROL
CLUSIACEAE#HYPERICUM DEGENII#KAEMPFEROL
CLUSIACEAE#HYPERICUM ELODES#KAEMPFEROL
CLUSIACEAE#HYPERICUM ELONGATUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM EMPETRIFOLIUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM ERECTUM#KAEMPFEROL#KAEMPFEROL-3-O-ARABINOSIDE
CLUSIACEAE#HYPERICUM FORRESTII#KAEMPFEROL
CLUSIACEAE#HYPERICUM GRANDIFOLIUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM HELIANTHEMOIDES#KAEMPFEROL
CLUSIACEAE#HYPERICUM HETEROPHYLLUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM HIRCINUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM HOOKERIANUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM HUMIFUSUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM INODORUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM JAPONICUM#KAEMPFEROL#KAEMPFEROL-7-O-ALPHA-L-RHAMNOSIDE
CLUSIACEAE#HYPERICUM KOUYTCHENSE#KAEMPFEROL
CLUSIACEAE#HYPERICUM MACGREGORII#KAEMPFEROL
CLUSIACEAE#HYPERICUM MACULATUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM MACULATUM_VAR.IMMACULATUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM MACULATUM_VAR.MACULATUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM MICROSEPALUM#KAEMPFEROL-3-O-GLUCOGALACTOSIDE#KAEMPFEROL-3-O-GLYCOSIDE
CLUSIACEAE#HYPERICUM MONOGYNUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM MONTANUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM MOSERANUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM NANUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM NUMMULARIOIDES#KAEMPFEROL
CLUSIACEAE#HYPERICUM NUMMULARIUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM PALLENS#KAEMPFEROL
CLUSIACEAE#HYPERICUM PATULUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM PERFORATUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM POLYPHYLLUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM PROLIFICUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM PRZEWALSKI#KAEMPFEROL
CLUSIACEAE#HYPERICUM PUBESCENS#KAEMPFEROL
CLUSIACEAE#HYPERICUM PULCHRUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM PYRAMIDATUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM REFLEXUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM REPTANS#KAEMPFEROL
CLUSIACEAE#HYPERICUM RUMELIACUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM SALSUGINEUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM SAMPSONII#KAEMPFEROL
CLUSIACEAE#HYPERICUM SCABRUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM SIKOKUMONTANUM#KAEMPFEROL,3-O-GLUCOSIDE:
CLUSIACEAE#HYPERICUM SUBALATUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM TETRAPETALUM#KAEMPFEROL-3-O-GLUCOGALACTOSIDE
CLUSIACEAE#HYPERICUM TETRAPTERUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM TOMENTOSUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM TRIQUETRIFOLIUM#KAEMPFEROL-3-O-GLYCOSIDE
CLUSIACEAE#HYPERICUM URALUM#KAEMPFEROL
CLUSIACEAE#HYPERICUM XYLOSTEIFOLIUM#KAEMPFEROL
COCHLOSPERMACEAE#COCHLOSPERMUM INSIGNE#KAEMPFEROL
COCHLOSPERMACEAE#COCHLOSPERMUM REGIUM#KAEMPFEROL,DIHYDRO: 3-O-BETA-D-GLUCOPYRANOSIDE
COCHLOSPERMACEAE#COCHLOSPERMUM TINCTORIUM#KAEMPFEROL
COMBRETACEAE#GUIERA SENEGALENSIS#KAEMPFEROL
CONVOLVULACEAE#ARGYREIA CAPITATA#KAEMPFEROL-7-O-METHYL ETHER-3-SULFATE
CONVOLVULACEAE#ARGYREIA MOLLIS#KAEMPFEROL-4'-7-DI-O-METHYL ETHER-3-SULFATE#KAEMPFEROL-7-O-METHYL ETHER-3-SULFATE
CONVOLVULACEAE#ARGYREIA NERVOSA#KAEMPFEROL-7-O-METHYL ETHER-3-SULFATE
CONVOLVULACEAE#ARGYREIA SPECIOSA#KAEMPFEROL#KAEMPFEROL-3-O-RHAMNOSIDE
CONVOLVULACEAE#CALYSTEGIA JAPONICA#KAEMPFEROL-3-O-ALPHA-L-GALACTOSIDE
CONVOLVULACEAE#CONVOLVULUS ARVENSIS#KAEMPFEROL
CONVOLVULACEAE#CONVOLVULUS MICROPHYLLUS#KAEMPFEROL
CONVOLVULACEAE#CRESSA CRETICA#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSYL(1-6)-BETA-D-GLUCOSIDE
CONVOLVULACEAE#CUSCUTA AUSTRALIS#KAEMPFEROL
CONVOLVULACEAE#CUSCUTA CHINENSIS#KAEMPFEROL
CONVOLVULACEAE#CUSCUTA EPITHYMUM#KAEMPFEROL-3-O-BETA-D-GLUCO-GALACTOSIDE
CONVOLVULACEAE#CUSCUTA MICRANTHA#KAEMPFEROL
CONVOLVULACEAE#CUSCUTA PLATYLOBA#KAEMPFEROL
CONVOLVULACEAE#IPOMOEA BATATAS#KAEMPFEROL-4'-7-DIMETHYL ETHER
CONVOLVULACEAE#IPOMOEA DISSECTA#KAEMPFEROL
CONVOLVULACEAE#IPOMOEA FISTULOSA#KAEMPFEROL
CONVOLVULACEAE#IPOMOEA NIL#KAEMPFEROL,DIHYDRO: 7-O-BETA-D-GLUCOSIDE
CONVOLVULACEAE#IPOMOEA REGNELLII#KAEMPFEROL-4'-7-DI-O-METHYL ETHER-3-SULFATE
CONVOLVULACEAE#IPOMOEA RETICULATA#KAEMPFEROL-3-SULFATE#KAEMPFEROL-7-O-METHYL ETHER-3-SULFATE
CORIARIACEAE#CORIARIA INTERMEDIA#KAEMPFEROL
CORNACEAE#CORNUS ALBA#KAEMPFEROL
CORNACEAE#CORNUS ALTERNIFOLIA#KAEMPFEROL
CORNACEAE#CORNUS AUSTRALIS#KAEMPFEROL
CORNACEAE#CORNUS CANADENSIS#KAEMPFEROL
CORNACEAE#CORNUS CAPITATA#KAEMPFEROL
CORNACEAE#CORNUS CONTROVERSA#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE
CORNACEAE#CORNUS FLORIDA#KAEMPFEROL
CORNACEAE#CORNUS KOUSA_VAR.CAPITATA#KAEMPFEROL
CORNACEAE#CORNUS MACROPHYLLA#KAEMPFEROL
CORNACEAE#CORNUS MAS#KAEMPFEROL
CORNACEAE#CORNUS NUTTALLII#KAEMPFEROL
CORNACEAE#CORNUS OFFICINALIS#KAEMPFEROL
CORNACEAE#CORNUS PAUCINERVIS#KAEMPFEROL
CORNACEAE#CORNUS RUGOSA#KAEMPFEROL
CORNACEAE#CORNUS VOLKENSII#KAEMPFEROL
CORNACEAE#CORNUS WALTERI#KAEMPFEROL
CRASSULACEAE#AEONIUM GLUTINOSUM#KAEMPFEROL#KAEMPFEROL,6-HYDROXY: 3-4'-6-TRIEMTHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-7-TRIMETHYL ETHER
CRASSULACEAE#AEONIUM GOOCHIAE#KAEMPFEROL,6-HYDROXY: 2-4'-6-7-TETRAMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-4'-6-TRIMETHYL ETHER#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER
CRASSULACEAE#AEONIUM LEUCOBLEPHARUM#KAEMPFEROL
CRASSULACEAE#AEONIUM LINDLEYI#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER#KAEMPFEROL-3-4'-DIMETHYL ETHER
CRASSULACEAE#AEONIUM PALMENSE#KAEMPFEROL,6-HYDROXY: 2-6-DIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-4'-6-7-TETRAMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-4'-6-TRIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-7-TRIMETHYL ETHER#KAEMPFEROL-3-4'-DIMETHYL ETHER
CRASSULACEAE#AEONIUM SAUNDERSII#KAEMPFEROL-3-4'-DIMETHYL ETHER
CRASSULACEAE#AEONIUM SEDIFOLIUM#KAEMPFEROL-4'-7-DIMETHYL ETHER
CRASSULACEAE#AEONIUM SMITHII#KAEMPFEROL,6-HYDROXY: 3-4'-6-TRIMETHYL ETHER
