a 	b 
Cucumis melo	2,16,19,20,25-Pentahydroxycucurbit-5-ene-3,11,22-trione
Cucumis melo	3-Nonen-1-yl acetate
Cucumis melo	9-Acetoxy-3-nonene
Cucumis melo	Arvenin I
Cucumis melo	Arvenin III
Cucumis melo	Cucurbitacin A
Cucumis melo	Cucurbitacin B
Cucumis melo	Cucurbitacin G
Cucumis melo	Cucurbitacin H
Cucumis melo	Cucurbitacin R
Cucumis melo	Dihydroisocucurbitacin B
Cucumis melo	Gibberellin A1
Cucumis melo	Gibberellin A20
Cucumis melo	Gibberellin A3
Cucumis melo	Gibberellin A34
Cucumis melo	Gibberellin A4
Cucumis melo	Gibberellin A5
Cucumis melo	Gibberellin A8
Cucumis melo	Hexan-1-ol
Cucumis melo	Isocucurbitacin R
Cucumis melo	Isoorientin 2''-O-glucopyranoside
Cucumis melo	Meloside A
Cucumis melo var. conomon Makino	CmCTI-I
Cucumis melo var. conomon Makino	CmCTI-III
Cucumis melo var. reticulatus	2-[2-(3,4-Dihydroxyphenyl)ethyl]-5,7-dihydroxy-4H-1-benzopyran-4-one
Cucumis melo var. reticulatus	5,7-Dihydroxy-2-(4-hydroxyphenethyl)chromone
Cucumis sativus	(E,Z)-2,6-Nonadienal
Cucumis sativus	2-Benzothiazolinone
Cucumis sativus	5-Hydroxytryptamine
Cucumis sativus	5-Methoxytryptamine
Cucumis sativus	Apigenin 7-(6''-p-coumarylglucoside)
Cucumis sativus	CSTI IIb
Cucumis sativus	CSTI IV
Cucumis sativus	Cucumber alcohol
Cucumis sativus	Cucumerin A
Cucumis sativus	Cucumerin B
Cucumis sativus	Cucurbitacin C
Cucumis sativus	Galactinol
Cucumis sativus	Gibberellin A1
Cucumis sativus	Gibberellin A20
Cucumis sativus	Gibberellin A3
Cucumis sativus	Gibberellin A34
Cucumis sativus	Gibberellin A4
Cucumis sativus	Gibberellin A5
Cucumis sativus	Gibberellin A8
Cucumis sativus	Indole-3-acetaldehyde
Cucumis sativus	Indole-3-ethanol
Cucumis sativus	Isoscoparin 2''-(6-(E)-p-coumaroylglucoside)
Cucumis sativus	Isoscoparin 4'-O-glucoside
Cucumis sativus	Isovitexin
Cucumis sativus	Isovitexin 2''-O-(6'''-(E)-feruloyl)glucoside 4'-O-glucoside
Cucumis sativus	Isovitexin 2''-O-(6'''-(E)-p-coumaroyl)glucoside
Cucumis sativus	Isovitexin 2''-O-(6'''-(E)-p-coumaroyl)glucoside 4'-O-glucoside
Cucumis sativus	Isovitexin 2''-O-(6'''-feruloyl)glucoside
Cucumis sativus	Melatonin
Cucumis sativus	Meloside A
Cucumis sativus	Orientin
Cucumis sativus	Quercetin-3-O-glucoside
Cucumis sativus	Saponarin
Cucumis sativus	Saponarin 4'-O-glucoside
Cucumis sativus	Schottenol
Cucumis sativus	Spinasterol
Cucumis sativus	Sucrose
Cucumis sativus	Sucrose 6-phosphate
Cucumis sativus	Tryptamine
Cucumis sativus	Vicenin II
Cucumis sativus	Vitexin
Cucumis sativus	p-Coumaric acid
Cucumis sativus L.	(+)-Dehydrovomifoliol
Cucumis sativus L.	Adenosine
Cucumis sativus L.	Cucumegastigmane I
Cucumis sativus L.	Cucumegastigmane II
Cucumis sativus L.	Indole-3-carboxyaldehyde
Cucumis sativus L.	Indole-3-carboxylic acid
Cucumis sativus L.	Lutein
Cucurbita maxima	25-Dehydrofungisterol
Cucurbita maxima	7beta,12alpha-Dihydroxykaurenolide
Cucurbita maxima	CMTI-I
Cucurbita maxima	Codisterol
Cucurbita maxima	Cucurbitaxanthin A
Cucurbita maxima	Cucurbitaxanthin B
Cucurbita maxima	Gibberellin A1
Cucurbita maxima	Gibberellin A111
Cucurbita maxima	Gibberellin A12
Cucurbita maxima	Gibberellin A12 aldehyde
Cucurbita maxima	Gibberellin A13
Cucurbita maxima	Gibberellin A15
Cucurbita maxima	Gibberellin A17
Cucurbita maxima	Gibberellin A19
Cucurbita maxima	Gibberellin A24
Cucurbita maxima	Gibberellin A25
Cucurbita maxima	Gibberellin A28
Cucurbita maxima	Gibberellin A36
Cucurbita maxima	Gibberellin A37
Cucurbita maxima	Gibberellin A38
Cucurbita maxima	Gibberellin A39
Cucurbita maxima	Gibberellin A4
Cucurbita maxima	Gibberellin A43
Cucurbita maxima	Gibberellin A44
Cucurbita maxima	Gibberellin A48
Cucurbita maxima	Gibberellin A49
Cucurbita maxima	Gibberellin A53
Cucurbita maxima	Gibberellin A58
Cucurbita maxima	Gibberellin A74
Cucurbita maxima	Gibberellin A8
Cucurbita maxima	Gibberellin A85
Cucurbita maxima	Gibberellin A9
Cucurbita maxima	Jasmonic acid
Cucurbita maxima	Steviol
Cucurbita maxima	Zucchini factor A
Cucurbita maxima	Zucchini factor B
Cucurbita maxima	ent-CPP
Cucurbita moschata	Cucurbitine
Cucurbita moschata	Cucurbitoside A
Cucurbita moschata	Cucurbitoside B
Cucurbita moschata	Cucurbitoside C
Cucurbita moschata	Cucurbitoside D
Cucurbita moschata	Cucurbitoside E
Cucurbita moschata	Trigonelline
Cucurbita moschata	Viscartin A
Cucurbita moschata	p-Hydroxybenzyl alcohol
Cucurbita pepo	(S)-2,3-Epoxysqualene
Cucurbita pepo	25-Hydroxyvitamin D3
Cucurbita pepo	7beta,12alpha-Dihydroxykaurenolide
Cucurbita pepo	Ascorbic acid 6-beta-D-glucoside
Cucurbita pepo	CPTI II
Cucurbita pepo	CPTI III
Cucurbita pepo	Cucurbic acid
Cucurbita pepo	Cucurbitadienol
Cucurbita pepo	Cucurbitoside F
Cucurbita pepo	Cucurbitoside G
Cucurbita pepo	Cucurbitoside H
Cucurbita pepo	Cucurbitoside I
Cucurbita pepo	Cucurbitoside J
Cucurbita pepo	Cucurbitoside K
Cucurbita pepo	Cucurbitoside L
Cucurbita pepo	Cucurbitoside M
Cucurbita pepo	Cycloartenol
Cucurbita pepo	Debenzoylzucchini factor B
Cucurbita pepo	Gibberellin A39
Cucurbita pepo	Gibberellin A48
Cucurbita pepo	Gibberellin A49
Cucurbita pepo	Indol-3-propionic acid
Cucurbita pepo	Isorhamnetin 3-rutinoside-4'-rhamnoside
Cucurbita pepo	Narcissoside
Cucurbita pepo	Peposterol
Cucurbita pepo	Rhamnazin 3-rutinoside
Cucurbita pepo	Vitamin D3
Cucurbita pepo	Zucchini factor A
Cucurbita pepo	Zucchini factor B
Cucurbita pepo cv dayangua	Cucurbitaglycoside A
Cucurbita pepo cv dayangua	Cucurbitaglycoside B
Cynara cardunculus	1,3-Dicaffeoylquinic acid
Cynara cardunculus	Arctigenin
Cynara cardunculus	Cynarasaponin C
Cynara cardunculus	Cynarasaponin D
Cynara cardunculus	Cynarasaponin E
Cynara cardunculus	Cynarasaponin F
Cynara cardunculus	Cynarasaponin H
Cynara cardunculus	Cynarasaponin I
Cynara cardunculus	Cynarasaponin J
Cynara cardunculus	Cynaratriol
Cynara cardunculus	Cynaropicrin
Cynara cardunculus	Cynaroside A
Daucus carota	(+)-Ascorbic acid
Daucus carota	(+)-Limonene
Daucus carota	(+)-alpha-Pinene
Daucus carota	(E)-geraniol
Daucus carota	(S)-beta-Bisabolene
Daucus carota	(Z)-alpha-exo-bergamotol
Daucus carota	1-Hydroxytorilolone
Daucus carota	11-Acetyltorilolone
Daucus carota	2,4,5-Trimethoxybenzaldehyde
Daucus carota	3' 5'-cyclic AMP
Daucus carota	3,5-Dicaffeoylquinic acid
Daucus carota	3-Acetoxy-9-heptadecene-4,6-diyn-8-ol.
Daucus carota	3-O-Caffeoylquinic acid
Daucus carota	4,5-Dicaffeoylquinic acid
Daucus carota	4-Acoren-3-one
Daucus carota	4-hydroxybenzoic acid
Daucus carota	5,7,4'-Trihydroxy-3'-methoxyflavone
Daucus carota	5-(1-Methylethyl)bicyclo[3.1.0]hexan-2-one
Daucus carota	5-Methyl-5-hepten-2-one
Daucus carota	6-Hydroxymellein
Daucus carota	6-Methoxymellein
Daucus carota	7-Octadecenoic acid
Daucus carota	8-O-Acetyl-1-methoxyfalcarindiolone.
Daucus carota	8-O-Acetylfalcarindiolone
Daucus carota	9-Acetoxy-8-hydroxy-1-methoxy-10-heptadecene-4,6-diyn-3-one
Daucus carota	9-O-Acetylfalcarindiolone
Daucus carota	9-Ribosyl-trans-zeatin
Daucus carota	Abscisic acid
Daucus carota	Acorenone
Daucus carota	Antheraxanthin
Daucus carota	Apigenin
Daucus carota	Apigenin 7-O-rutinoside
Daucus carota	Bergamotene
Daucus carota	Bergamottin
Daucus carota	Borneol acetate
Daucus carota	Camphene
Daucus carota	Carota-1,4-beta-oxide
Daucus carota	Carotol
Daucus carota	Chrysoeriol
Daucus carota	Cinnamic acid
Daucus carota	Coniferyl alcohol
Daucus carota	Copaene
Daucus carota	Cosmosiin
Daucus carota	Coumarin
Daucus carota	Cucumopine
Daucus carota	Cyanidin 3-O-(2-O-beta-xylopyranosyl)-beta-galactopyranoside
Daucus carota	Cyanidin 3-[6-(6-ferulylglucosyl)-2-xylosylgalactoside]
Daucus carota	Cyanidin 3-[6-(6-p-coumarylglucosyl)-2-xylosylgalactoside]
Daucus carota	Cyanidin 3-[6-(6-p-hydroxybenzoylglucosyl)-2-xylosylgalactoside]
Daucus carota	Cyanidin 3-[6-(6-sinapylglucosyl)-2-xylosylgalactoside]
Daucus carota	Cyanidin 3-glucosyl-(1->6)-[xylosyl-(1->2)-galactoside]
Daucus carota	Cyanidin 3-lathyroside
Daucus carota	D-Galacturonic acid
Daucus carota	D-Mannose-1-phosphate
Daucus carota	DMAPP
Daucus carota	Daucene
Daucus carota	Daucol
Daucus carota	Daucucarotol
Daucus carota	Dehydroascorbate
Daucus carota	E-beta-carotene
Daucus carota	Elemicin
Daucus carota	Eugenol
Daucus carota	Falcarindiol
Daucus carota	Fercomin
Daucus carota	Ferulenol
Daucus carota	Feruloylquinic acid
Daucus carota	GDP-L-galactose
Daucus carota	GDP-Manose
Daucus carota	Geranylgeranyl diphosphate
Daucus carota	Germacrene D
Daucus carota	Gibberellin A1
Daucus carota	Gibberellin A4
Daucus carota	Gibberellin A7
Daucus carota	Glucuronate
Daucus carota	IPP
Daucus carota	Idaein
Daucus carota	Inositol
Daucus carota	Isoeugenol
Daucus carota	Isofalcarinolone
Daucus carota	L-Galactono-1,4-lactone
Daucus carota	L-Galactose
Daucus carota	L-Gulono-1,4-lactone
Daucus carota	L-Gulose
Daucus carota	Limonene
Daucus carota	Lutein
Daucus carota	Luteolin
Daucus carota	Luteolin 4'-sulfate
Daucus carota	Luteolin 7-O-(6''-malonylglucoside)
Daucus carota	Luteolin 7-O-beta-D-glucuronide
Daucus carota	Luteolin 7-O-rutinoside
Daucus carota	Lycopene
Daucus carota	Malonyl-CoA
Daucus carota	Methyleugenol
Daucus carota	Methylisoeugenol
Daucus carota	Myristicin
Daucus carota	N-Phenyl-beta-naphthylamine
Daucus carota	N6-(delta2-Isopentenyl)adenine
Daucus carota	Naringenin
Daucus carota	Naringenin chalcone
Daucus carota	Neoxanthin
Daucus carota	Peucedanin
Daucus carota	Phytoene
Daucus carota	Prolycopene
Daucus carota	Sabine
Daucus carota	Sabinene
Daucus carota	Taxifolin
Daucus carota	Terpin-1-en-4-ol
Daucus carota	Tiglic acid
Daucus carota	Umbelliferone
Daucus carota	Violaxnathin
Daucus carota	Zeaxanthin
Daucus carota	alpha-Amorphene
Daucus carota	alpha-Asarone
Daucus carota	alpha-Bisabolene
Daucus carota	alpha-Carotene
Daucus carota	alpha-Caryophyllene (obsol.)
Daucus carota	alpha-Cryptoxanthin
Daucus carota	alpha-Farnesene
Daucus carota	alpha-Terpinene
Daucus carota	alpha-Terpinolene
Daucus carota	beta-Caryophyllene
Daucus carota	beta-Cryptoxanthin
Daucus carota	beta-Cubebene
Daucus carota	beta-Eudesmene
Daucus carota	beta-Myrcene
Daucus carota	beta-Phellendrene
Daucus carota	beta-Pinene
Daucus carota	cis-Rose oxide
Daucus carota	cis-alpha-Bergamotene
Daucus carota	delta-Cadinene
Daucus carota	delta-Carotene
Daucus carota	delta-Elemene
Daucus carota	dihydrokaempferol
Daucus carota	ent-CPP
Daucus carota	ent-Kaurene
Daucus carota	gamma-Carotene
Daucus carota	gamma-Terpinene
Daucus carota	linalool
Daucus carota	p-Coumaric acid
Daucus carota	p-Coumaroyl CoA
Daucus carota	p-Cymene
Daucus carota	zehta-carotene
Daucus carota var.sativa	8-Hydroxy-6-methoxy-3-methyl-3,4-dihydroisocoumarin
Daucus carota var.sativa	Citral
Daucus carota var.sativa	Citronellol
Daucus carota var.sativa	Phytofluene
Daucus carota subsp. Sativus	Crepenynic acid
Daucus carota subsp. Sativus	Dehydrocrepenynic acid
Daucus carota subsp. Sativus	Linoleic acid
Daucus carota subsp. Sativus	Oleic acid
Daucus carota L.	(-)-Falcarinol
Daucus carota L.	Diosgenin
Daucus carota L.	alpha-Bergamotene
Citrus spp.	Bergamottin
Durio zibethinus	(2S)-2-methylbutanoic acid
Durio zibethinus	2,4,5-Trithiaheptane
Durio zibethinus	2-Methoxy-3-isobutylpyrazine
Durio zibethinus	3,4,6-Trithiaoctane
Durio zibethinus	3-Methyl-1,2,4-trithiane
Durio zibethinus	3-Sulfanylbutan-1-ol
Durio zibethinus	4,5-Dimethyl-3-hydroxy-2(5H)-furanone
Durio zibethinus	4-Methyl-2,3,5-trithiaheptane
Durio zibethinus	5-Methyl-3,4,6-trithiaoctane
Durio zibethinus	Acetaldehyde
Durio zibethinus	Bis(1-methylethyl) disulfide
Durio zibethinus	Boehmenan
Durio zibethinus	Butanoic acid
Durio zibethinus	Caproic acid
Durio zibethinus	Diethyl disulfide
Durio zibethinus	Dipropyl trisulfide
Durio zibethinus	Ethanethiol
Durio zibethinus	Ethyl (2E,4E)-hexa-2,4-dienoate
Durio zibethinus	Ethyl (2S)-2-methylbutanoate
Durio zibethinus	Ethyl 3-phenylpropanoate
Durio zibethinus	Ethyl butanoate
Durio zibethinus	Ethyl cinnamate
Durio zibethinus	Ethyl isobutyrate
Durio zibethinus	Ethyl propionate
Durio zibethinus	Eucryphin
Durio zibethinus	Fraxidin
Durio zibethinus	Hydrogen sulfide
Durio zibethinus	Methyl (2S)-2-methylbutanoate
Durio zibethinus	Methyl mercaptan
Durio zibethinus	Propane-1-thiol
Durio zibethinus	Propyl (2S)-2-methylbutanoate
Durio zibethinus	Valeric acid
Durio zibethinus	diethyl trisulfide
Durio zibethinus	ehtane-1, 1-dithiol
Durio zibethinus	linalool
Durio zibethinus	trans-4,5-epoxy-(2E)-dec-2-enal
Elaeis guineensis	4-hydroxybenzoic acid
Elaeis guineensis	Gibberellin A110
Elaeis guineensis	Isoprene
Elaeis guineensis	Lauric acid
Elaeis guineensis	Myristoleic acid
Elaeis guineensis	Palmitoleic acid
Elaeis guineensis	alpha-Carotene
Elaeis guineensis Jacq.	alpha-Tocopherol
Elaeis guineensis Jacq.	alpha-Tocotrienol
Elaeis guineensis Jacq.	beta-Tocopherol
Elaeis guineensis Jacq.	beta-Tocotrienol
Elaeis guineensis Jacq.	delta-Tocopherol
Elaeis guineensis Jacq.	delta-Tocotrienol
Elaeis guineensis Jacq.	gamma-Tocopherol
Elaeis guineensis Jacq.	gamma-Tocotrienol
Eucalyptus grandis	(+)-alpha-Pinene
Eucalyptus grandis	1,8-Cineole
Eucalyptus grandis	Euglobal IIc
Eucalyptus grandis	G1
Eucalyptus grandis	G2
Eucalyptus grandis	G3
Eucalyptus grandis	Gentisic acid
Eucalyptus grandis	Grandinol
Eucalyptus grandis	Protocatechuic acid
Eucalyptus grandis	p-Cymene
Eucalyptus grandis x urophylla	2,6-Dimethyl-2,4,6-octatriene
Fragaria vesca	(+)-alpha-Pinene
Fragaria vesca	Procyanidin B1
Glycine max	(+)-Ascorbic acid
Glycine max	(+)-Epijasmonic acid
Glycine max	(-)-Glyceollin I
Glycine max	(-)-Glyceollin II
Glycine max	(-)-Glycinol
Glycine max	(3beta,4alpha,22beta)-22-[[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-alpha-L-arabinopyranosyl]oxy]-23-hydroxyolean-12-en-3-yl O-6-deoxy-alpha-L-mannopyranosyl-(1->2)-O-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosiduronic acid
Glycine max	(3beta,4alpha,22beta)-22-[[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-23-hydroxyolean-12-en-3-yl O-6-deoxy-alpha-L-mannopyranosyl-(1->2)-O-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosiduronic acid
Glycine max	(E)-4-Hydroxy-3-methylbut-2-enyl diphosphate
Glycine max	(S)-2,3-Epoxysqualene
Glycine max	1,3-Octadiene
Glycine max	12-Oxophytodienoic acid
Glycine max	13(S)-Hydroperoxylinolenic acid
Glycine max	2'',6''-O-Diacetyloninin
Glycine max	2-C-Methyl-D-erythritol 4-phosphate
Glycine max	2-Carboxyarabinitol 1-phosphate
Glycine max	2-Heptenal
Glycine max	2-Oxo-4-hydroxy-4-carboxy-5-ureidoimidazole
Glycine max	22-Methoxy-13(18)-oleanene-3,24-diol
Glycine max	3-O-(beta-D-Glucopyranosyl)-soyasapogenol B
Glycine max	3beta-Hydroxystigmast-5-en-7-one
Glycine max	4',6,7-Trihydroxyisoflavone
Glycine max	4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol
Glycine max	4-hydroxyphenyl pyruvate
Glycine max	5-Hydroxyisourate
Glycine max	6-C-Glucopyranosyl-8-C-galactopyranosylgenkwanin
Glycine max	6a-Hydroxyphaseollin
Glycine max	8-Hydroxydaidzein
Glycine max	9-O-Methylglyceofuran
Glycine max	9-Ribosyl-trans-zeatin
Glycine max	AS 1-3
Glycine max	Acetylsoyasaponin A1
Glycine max	Acetylsoyasaponin A2
Glycine max	Acetylsoyasaponin A3
Glycine max	Acetylsoyasaponin A4
Glycine max	Acetylsoyasaponin A5
Glycine max	Acetylsoyasaponin A6
Glycine max	Afrormosin
Glycine max	Agmatine
Glycine max	All-trans-squalene
Glycine max	Allantoic acid
Glycine max	Allantoin
Glycine max	Arogenic acid
Glycine max	Benzoic acid
Glycine max	Biochanin A
Glycine max	Cadaverine
Glycine max	Caffeic acid
Glycine max	Campesterol
Glycine max	Chalcone
Glycine max	Cholesterol
Glycine max	Chorismate
Glycine max	Cinnamate
Glycine max	Cinnamic acid
Glycine max	Clitorin
Glycine max	Coumestrol
Glycine max	Coumestrol 3-O-glucoside
Glycine max	Cycloartenol
Glycine max	D-Mannose-1-phosphate
Glycine max	DXP
Glycine max	Daidzein
Glycine max	Daidzein 6''-O-acetate
Glycine max	Daidzin
Glycine max	Daidzin 6''-O-malonate
Glycine max	Dehydrosoyasaponin I
Glycine max	Demethyltexasin 4'-O-glucoside
Glycine max	Desmosterol
Glycine max	Dihydrodaidzin
Glycine max	Dihydrogenistin
Glycine max	Dimethylally pyrophosphate
Glycine max	E-beta-carotene
Glycine max	Ergost-5-en-3beta-ol
Glycine max	FEMA 2842
Glycine max	Flavan-3,4-diol
Glycine max	Formononetin
Glycine max	GDP-L-galactose
Glycine max	GDP-Manose
Glycine max	Genistein
Glycine max	Genistein 7-O-beta-D-glucoside 6''-O-malonate
Glycine max	Genistin
Glycine max	Genistin 6''-O-acetate
Glycine max	Geranylgeranyl diphosphate
Glycine max	Gibberellin A1
Glycine max	Gibberellin A19
Glycine max	Gibberellin A20
Glycine max	Gibberellin A53
Glycine max	Gibberellin A8
Glycine max	Glyceocarpin
Glycine max	Glyceofuran
Glycine max	Glyceollidin I
Glycine max	Glyceollin III
Glycine max	Glyceollin IV
Glycine max	Glycinoprenol 10
Glycine max	Glycinoprenol 11
Glycine max	Glycinoprenol 9
Glycine max	Glycitein
Glycine max	Glycitein 6''-O-acetylglucoside
Glycine max	Glycitein 7-O-glucoside
Glycine max	Hispidol
Glycine max	Hispidol 6-glucoside
Glycine max	Homogentisate
Glycine max	Isocarlinoside
Glycine max	Isochorismic acid
Glycine max	Isoformononetin
Glycine max	Isofucosterol
Glycine max	Isoliquiritigenin
Glycine max	Isopentenyl diphosphate
Glycine max	Isoprene
Glycine max	Jasmonic acid
Glycine max	Kaempferol
Glycine max	Kaempferol 3-(2G-glucosylrutinoside)
Glycine max	Kaempferol 3-(2G-rhamnosylgentiobioside)
Glycine max	Kaempferol 3-O-gentiobioside
Glycine max	Kaempferol 3-O-sophoroside
Glycine max	Kaempferol 3-glucosyl-(1->2)-gentiobioside
Glycine max	Kaempferol 3-neohesperidoside
Glycine max	Kojic acid
Glycine max	L-Galactono-1,4-lactone
Glycine max	L-Galactose
Glycine max	Levulinic acid
Glycine max	Linoleic acid
Glycine max	Linolenic acid
Glycine max	Liquiritigenin
Glycine max	Lutein
Glycine max	ME-2,4cPP
Glycine max	Manghaslin
Glycine max	Myrtillin
Glycine max	Naringenin
Glycine max	Naringenin chalcone
Glycine max	Neoisoliquiritigenin
Glycine max	Obtusifoliol
Glycine max	Perlolyrin
Glycine max	Petunidin 3-O-beta-D-glucopyranoside
Glycine max	Phaseolin
Glycine max	Phytyl pyrophosphate
Glycine max	Pratol
Glycine max	Puerarin
Glycine max	Putrescine
Glycine max	Quercetin 3-(2G-glucosylgentiobioside)
Glycine max	Quercetin 3-(2G-glucosylrutinoside)
Glycine max	Quercetin 3-(2G-rhamnosylgentiobioside)
Glycine max	Quercetin 3-O-neohesperidoside
Glycine max	Quercetin 3-O-sophoroside
Glycine max	Quercetin 3-gentiobioside
Glycine max	Salicylic acid
Glycine max	Scanderone
Glycine max	Senegalensin
Glycine max	Shikimic acid
Glycine max	Sojagol
Glycine max	Soyacerebroside I
Glycine max	Soyasapogenol A
Glycine max	Soyasapogenol B
Glycine max	Soyasapogenol E
Glycine max	Soyasaponin A1
Glycine max	Soyasaponin A2
Glycine max	Soyasaponin A3
Glycine max	Soyasaponin Ac
Glycine max	Soyasaponin Ad
Glycine max	Soyasaponin Ax
Glycine max	Soyasaponin Bb'
Glycine max	Soyasaponin Bf
Glycine max	Soyasaponin Bg
Glycine max	Soyasaponin Bh
Glycine max	Soyasaponin Bx
Glycine max	Soyasaponin I
Glycine max	Soyasaponin IV
Glycine max	Soyasaponin V
Glycine max	Soyasaponin betaa
Glycine max	Soyasaponin gamma
Glycine max	Soyasaponin gammaa
Glycine max	Soyasphingosine A
Glycine max	Soyasphingosine B
Glycine max	Soystatin
Glycine max	Spermidine
Glycine max	Stachyose
Glycine max	Stigmasterol
Glycine max	Sucrose
Glycine max	Sucrose 6-phosphate
Glycine max	Syringic acid
Glycine max	Trigonelline
Glycine max	Tyramine
Glycine max	Violaxnathin
Glycine max	Vitamin B3
Glycine max	Vitexin
Glycine max	alpha-Amyrin
Glycine max	alpha-Carotene
Glycine max	alpha-Tocopherol
Glycine max	beta-Amyrin
Glycine max	beta-Cryptoxanthin
Glycine max	beta-Sitosterol
Glycine max	beta-Tocopherol
Glycine max	delta-Tocopherol
Glycine max	gamma-Tocopherol
Glycine max	o-Coumaric acid
Glycine max	p-Coumaric acid
Glycine max	p-Coumaroyl CoA
Glycine max	pent-1-en-3-ol
Glycine max	trans-Zeatin
Glycine max.	Indole-3-acetyl-L-aspartic acid
Glycine max Merrill.	Soyasaponin II
Gossypium arboreum	Gossypetin 8-rhamnoside
Gossypium arboreum	Indole-3-carboxyaldehyde
Gossypium arboreum	Quercetin 3'-glucoside
Gossypium arboreum	delta-Cadinene
Gossypium hirsutum	(+)-Strigol
Gossypium hirsutum	(Z)-alpha-exo-bergamotol
Gossypium hirsutum	5-Hydroxytryptamine
Gossypium hirsutum	9-Ribosyl-trans-zeatin
Gossypium hirsutum	Abscisic acid
Gossypium hirsutum	Bergamotene
Gossypium hirsutum	Bisabolene oxide
Gossypium hirsutum	Dillenetin
Gossypium hirsutum	Gibberellin A13
Gossypium hirsutum	Gibberellin A3
Gossypium hirsutum	Gibberellin A4
Gossypium hirsutum	Gossypol
Gossypium hirsutum	Heliocide H1
Gossypium hirsutum	Heliocide H4
Gossypium hirsutum	Hemigossypol
Gossypium hirsutum	Isoastragalin
Gossypium hirsutum	Isoprene
Gossypium hirsutum	Lacinilene A
Gossypium hirsutum	Lacinilene C
Gossypium hirsutum	Lacinilene C 7-methyl ether
Gossypium hirsutum	Lacinilene D
Gossypium hirsutum	N6-(delta2-Isopentenyl)adenine
Gossypium hirsutum	Phenol
Gossypium hirsutum	Quercetin 3'-glucoside
Gossypium hirsutum	Quercetin 3,5,3',4'-tetramethyl ether
Gossypium hirsutum	Quercetin 3,5,7,4'-tetramethyl ether
Gossypium hirsutum	Quercimeritrin
Gossypium hirsutum	Sexangularetin 3-glucoside-7-rhamnoside
Gossypium hirsutum	Sterculic acid
Gossypium hirsutum	Sucrose
Gossypium hirsutum	Sucrose 6-phosphate
Gossypium hirsutum	Tamarixetin
Gossypium hirsutum	alpha-Bergamotene
Gossypium hirsutum	beta-Bisabolol
Gossypium hirsutum	trans-Zeatin
Gossypium hirsutum L.	Protocatechuic acid
Gossypium hirsutum L.	Quercetin-3-O-glucoside
Helianthus annuus	(-)-Loliolide
Helianthus annuus	1,2-Anhydridoniveusin
Helianthus annuus	1,4,8-Trihydroxy-13-nor-1,3,5,9-bisabolatetraen-11-one
Helianthus annuus	1-Benzoyl-2-nonadecanone
Helianthus annuus	12,14-Nonacosanedione
